,tweet,Date
3281,classic launch paper note take in open beta,2016-08-04
3282,hacker news  s document editing tool paper launches ios and begins open beta,2016-08-05
3283,yes  tag on mac use finder tag,2016-08-05
3284,be the most important on my phone,2016-08-05
3285,watch out docs,2016-08-05
3286,its an interesting time for s document building tool,2016-08-05
3287,paper now available for everyone in open beta  when,2016-08-05
3288,paper  ,2016-08-05
3289,launch an iphone and android version of its document editing paper,2016-08-05
3290,seriously  i have to signup beyond just used my account for a ? what year be this?,2016-08-05
3291,launch an iphone and android version of its document editing paper via under,2016-08-05
3292,launch an iphone and android version of its,2016-08-05
3293,s document editing tool paper launches ios and begins open beta  mac rumors via,2016-08-05
3294,s answer to google docs be now available on io and android,2016-08-05
3295,see how the new paper icon by james anderson was created  dribbble,2016-08-05
3296,  paper be now available on the store and,2016-08-05
3297,  paper be now available on the store and,2016-08-05
3298,be paper file only accessible through the paper ?,2016-08-05
3299,germany free 42    0904,2016-08-05
3300,paper mobile  via materialup,2016-08-05
3301,paper beta android  via materialup,2016-08-05
3302,paper drop close beta  available also in version,2016-08-05
3303,paper beta android,2016-08-05
3304,ulyss bring wordpress publishing,2016-08-05
3305,since the font choice for be atlas grotesk,2016-08-05
3306,paper beta android,2016-08-05
3307,7 step that need to be part of your management policy via,2016-08-05
3308,france paid 57  drop for  junhua xie 8003,2016-08-05
3309, infographics  free s for business productivity,2016-08-05
3310,our be also second to none about pdfs!,2016-08-05
3311,memory card    somtin  dont let those selfy die in vain ,2016-08-05
3312,itunes54video player and file manager pro for and google drive  rojas musac,2016-08-05
3313,they ve finally made a mobile  d,2016-08-05
3314,united kingdom paid 91  drop for  junhua xie 6740,2016-08-05
3315,launch an iphone and android version of its document editing paper ,2016-08-05
3316,united kingdom paid 91  drop for  junhua xie 6740,2016-08-05
3317,paper mobile user interface by,2016-08-05
3318,if you re not already used it check out our awesome ! great for organisation and collaboration ,2016-08-05
3319,paper drop close beta  available also in version,2016-08-05
3320,launch an iphone and android version of its document editing paper from,2016-08-05
3321,paper mobile user interface by,2016-08-05
3322,launch an iphone and android version of its document editing paper from,2016-08-05
3323,launch an iphone and android version of its,2016-08-05
3324,google map may soon show you the best,2016-08-05
3325,share your facebook video call recording with 1 click via,2016-08-05
3326,i m wonder if there be a way to import from evernote or mac note ?,2016-08-05
3327,tripstr let you show off and recommend,2016-08-05
3328,now that there s an io,2016-08-05
3329,mobile document editing just got easier with the  paper,2016-08-05
3330,just find the writeowl,2016-08-05
3331,productivity  new paper is simple and impressive,2016-08-05
3332,seem like the paper on io doesnt have access to your paper folders  be this correct? be it come soon?,2016-08-05
3333,have an idea? or a solution? keep it safe by used paper note take by   read at,2016-08-05
3334,article  launches an iphone and android version of its document editing paper,2016-08-05
3335,it s been 25 minutes since i took some screenshots   and your is still  waiting to upload  despite well charged   connected ,2016-08-05
3336,s paper be now open to everyone and available on mobile,2016-08-05
3337,s paper be now open to everyone and available on mobile via drdavid,2016-08-05
3338,launch an and version of its document editing,2016-08-05
3339,s paper be now open to everyone and available on mobile,2016-08-05
3340,by the way,2016-08-05
3341,united states paid 58  box for  it s about time products 0332,2016-08-05
3342,hi there,2016-08-05
3343,my be start since 1h now  i quit and relaunch the,2016-08-05
3344,united states paid 42  drop for  junhua xie 1302,2016-08-05
3345,if you re not already used it check out our awesome ! great for organisation and collaboration ,2016-08-05
3346,there be an call that save all your pic,2016-08-05
3347,dig this paper,2016-08-05
3348,be there any way to use arq in an unencrypted mode? i want to back up to,2016-08-05
3349,a5 also we can t forget about a great to keep organized,2016-08-05
3350,now that there s an io,2016-08-05
3351,a5 also we can t forget about a great to keep organized,2016-08-05
3352,why be the most garbage ever,2016-08-05
3353,why be the most garbage ever,2016-08-05
3354,htc decide to open its own store for the,2016-08-05
3355,rules goto a  which i don t have,2016-08-05
3356,record for desktop video   audio call with callnote! save your video to and  ,2016-08-05
3357,glad to hear that,2016-08-05
3358,paper ya disponible en la,2016-08-05
3359,it should work for everyone  be you used desktop or smartphone? if a phone,2016-08-05
3360,my kingdom for a paper mac,2016-08-05
3361,paper beta android by,2016-08-05
3362,paper beta android by,2016-08-05
3363,paper beta android by,2016-08-05
3364,paper beta android by,2016-08-05
3365,materialup  paper beta android by,2016-08-05
3366,do you use ? know this  launches an iphone and android version of its document editing paper,2016-08-06
3367,australia paid 98  drop for  junhua xie 3111,2016-08-06
3368,windows phone 8 1  updated with windows 10 mobile,2016-08-06
3369,s google docs like paper now available to all via open beta,2016-08-06
3370,s google docs like paper now available to all via open beta,2016-08-06
3371,s google docs like paper now available to all via open beta after launch paper late last year,2016-08-06
3372,s google docs like paper now available to all via open beta after launch,2016-08-06
3373,paper now in open beta from private launch  for users in the european union,2016-08-06
3374,paper now in open beta from private launch the paper,2016-08-06
3375,s google docs like paper now available to all via open beta,2016-08-06
3376,facebook hire team behind video,2016-08-06
3377,s google docs like paper now available to all via open beta,2016-08-06
3378,s google docs like paper now available to all via open beta,2016-08-06
3379,mobile  s google docs like paper now available to a  ,2016-08-06
3380,paper did just release a basecamp 1 0  clone ? odd choice as a core or am i missing something?,2016-08-06
3381,and i have a question  in android paper,2016-08-06
3382,and i have a question  in android paper,2016-08-06
3383,well google photo just make obsolete  bye bye inferior,2016-08-06
3384,paper now in open beta from private launch besides the web version,2016-08-06
3385,germany free 44    7183,2016-08-06
3386,spain free 50    0419,2016-08-06
3387,also you need to download the,2016-08-06
3388,ok! i have used before to import different font on another drawing  ,2016-08-06
3389,paper now in open beta from private launch,2016-08-06
3390,it will filip  simply configure our ios to sync with the relevant folder     all the best,2016-08-06
3391,launch an and version of its documentediting paper,2016-08-06
3392,you guy should add the or box to your phones  u can upload from ur phone   still have access ,2016-08-06
3393,launch an iphone and android version of its document editing paper,2016-08-06
3394,s google docs like paper now available to all via via,2016-08-06
3395,s collaboration tool open up to everyone,2016-08-06
3396,android paper can t be lock by password compare with ios  be it right?,2016-08-06
3397,man,2016-08-06
3398,an amazing update to my favorite writing  ulyss add syncing support,2016-08-06
3399,launch paper note take in open beta,2016-08-06
3400,loving paper  might soon be my only note take   so simple and well designed  well done!,2016-08-06
3401,be it a bug that the mac no longer show preview for screenshot links?,2016-08-06
3402,now have the ios auto backing up all my phone pics  so easy!,2016-08-06
3403,same! not even after open it in the  ,2016-08-06
3404,really? 60mb ?,2016-08-06
3405,be this something you be missing?   launch note take in open beta,2016-08-06
3406,new   paper by  ,2016-08-06
3407,launch paper,2016-08-06
3408,  the make a folder you can drop stuff into and it ll upload automatically anything in that folder,2016-08-06
3409,ive ask this before  clearly not a priority for this productivity  ,2016-08-06
